CMDLINE python3.6 manage.py runserver 8000
MEM 8.167969 1589494721.5642
MEM 10.011719 1589494721.6651
MEM 10.976562 1589494721.7664
MEM 12.304688 1589494721.8671
MEM 14.929688 1589494721.9678
MEM 16.281250 1589494722.0687
MEM 16.281250 1589494722.1700
MEM 19.515625 1589494722.2704
MEM 21.632812 1589494722.3717
MEM 22.359375 1589494722.4728
MEM 23.015625 1589494722.5736
MEM 24.324219 1589494722.6740
MEM 25.582031 1589494722.7752
MEM 26.839844 1589494722.8766
MEM 27.730469 1589494722.9777
MEM 28.261719 1589494723.0790
MEM 29.246094 1589494723.1802
MEM 29.703125 1589494723.2813
MEM 29.902344 1589494723.3827
MEM 30.121094 1589494723.4840
MEM 30.531250 1589494723.5853
MEM 30.531250 1589494723.6865
MEM 30.757812 1589494723.7876
MEM 30.757812 1589494723.8888
MEM 31.117188 1589494723.9900
MEM 31.437500 1589494724.0912
MEM 32.171875 1589494724.1925
MEM 35.558594 1589494724.2933
MEM 36.300781 1589494724.3946
MEM 37.042969 1589494724.4958
MEM 37.042969 1589494724.5971
MEM 37.253906 1589494724.6976
MEM 40.136719 1589494724.7980
MEM 40.578125 1589494724.8990
MEM 41.398438 1589494725.0003
MEM 43.152344 1589494725.1017
MEM 43.152344 1589494725.2029
MEM 43.996094 1589494725.3040
MEM 44.257812 1589494725.4051
MEM 44.515625 1589494725.5062
MEM 45.019531 1589494725.6066
MEM 45.734375 1589494725.7073
MEM 45.968750 1589494725.8077
MEM 45.968750 1589494725.9081
MEM 45.968750 1589494726.0085
MEM 45.968750 1589494726.1089
MEM 45.968750 1589494726.2093
MEM 45.968750 1589494726.3097
MEM 45.968750 1589494726.4103
MEM 45.968750 1589494726.5114
MEM 45.968750 1589494726.6125
MEM 45.968750 1589494726.7133
MEM 45.968750 1589494726.8144
MEM 45.968750 1589494726.9149
MEM 45.968750 1589494727.0158
MEM 45.968750 1589494727.1164
MEM 45.968750 1589494727.2178
MEM 45.968750 1589494727.3182
MEM 45.968750 1589494727.4194
MEM 45.968750 1589494727.5205
MEM 45.968750 1589494727.6214
MEM 45.968750 1589494727.7222
MEM 45.968750 1589494727.8234
MEM 45.968750 1589494727.9239
MEM 45.968750 1589494728.0243
MEM 45.968750 1589494728.1256
MEM 45.968750 1589494728.2261
MEM 45.968750 1589494728.3273
MEM 45.968750 1589494728.4287
MEM 45.968750 1589494728.5301
MEM 45.968750 1589494728.6314
MEM 45.968750 1589494728.7327
MEM 45.968750 1589494728.8341
MEM 45.968750 1589494728.9352
MEM 45.968750 1589494729.0364
MEM 45.968750 1589494729.1368
MEM 45.968750 1589494729.2382
MEM 45.968750 1589494729.3386
MEM 45.968750 1589494729.4398
MEM 45.968750 1589494729.5410
MEM 45.968750 1589494729.6423
MEM 45.968750 1589494729.7434
MEM 45.968750 1589494729.8447
MEM 45.968750 1589494729.9461
MEM 45.968750 1589494730.0472
MEM 45.968750 1589494730.1485
MEM 45.968750 1589494730.2489
MEM 45.968750 1589494730.3503
MEM 45.968750 1589494730.4507
MEM 45.968750 1589494730.5520
MEM 45.968750 1589494730.6533
MEM 45.968750 1589494730.7546
MEM 45.968750 1589494730.8559
MEM 45.968750 1589494730.9573
MEM 45.968750 1589494731.0587
MEM 45.968750 1589494731.1600
MEM 45.968750 1589494731.2612
MEM 45.968750 1589494731.3625
MEM 45.968750 1589494731.4631
MEM 45.968750 1589494731.5636
MEM 45.968750 1589494731.6647
MEM 45.968750 1589494731.7661
MEM 45.968750 1589494731.8672
MEM 45.968750 1589494731.9684
MEM 45.968750 1589494732.0696
MEM 45.968750 1589494732.1709
MEM 45.968750 1589494732.2721
MEM 45.968750 1589494732.3734
MEM 45.968750 1589494732.4746
MEM 45.968750 1589494732.5758
MEM 45.968750 1589494732.6771
MEM 45.968750 1589494732.7783
MEM 45.968750 1589494732.8791
MEM 45.968750 1589494732.9802
MEM 45.968750 1589494733.0813
MEM 45.968750 1589494733.1818
MEM 45.968750 1589494733.2831
MEM 45.968750 1589494733.3845
MEM 45.968750 1589494733.4859
MEM 45.968750 1589494733.5872
MEM 45.968750 1589494733.6876
MEM 45.968750 1589494733.7890
MEM 45.968750 1589494733.8900
MEM 45.968750 1589494733.9907
MEM 45.968750 1589494734.0914
MEM 45.968750 1589494734.1925
MEM 45.968750 1589494734.2931
MEM 45.968750 1589494734.3944
MEM 45.968750 1589494734.4956
MEM 45.968750 1589494734.5960
MEM 45.968750 1589494734.6972
MEM 45.968750 1589494734.7976
MEM 45.968750 1589494734.8989
MEM 45.968750 1589494734.9998
MEM 45.968750 1589494735.1009
MEM 45.968750 1589494735.2013
MEM 45.968750 1589494735.3026
MEM 45.968750 1589494735.4038
MEM 45.968750 1589494735.5049
MEM 45.968750 1589494735.6063
MEM 45.968750 1589494735.7075
MEM 45.968750 1589494735.8084
MEM 45.968750 1589494735.9091
MEM 45.968750 1589494736.0103
MEM 45.968750 1589494736.1114
MEM 45.968750 1589494736.2126
MEM 45.968750 1589494736.3131
MEM 45.968750 1589494736.4141
MEM 45.968750 1589494736.5154
MEM 45.968750 1589494736.6165
MEM 45.968750 1589494736.7178
MEM 45.968750 1589494736.8191
MEM 45.968750 1589494736.9198
MEM 45.968750 1589494737.0209
MEM 45.968750 1589494737.1219
MEM 45.968750 1589494737.2224
MEM 45.968750 1589494737.3230
MEM 45.968750 1589494737.4240
MEM 45.968750 1589494737.5251
MEM 45.968750 1589494737.6264
MEM 45.968750 1589494737.7275
MEM 45.968750 1589494737.8284
MEM 45.968750 1589494737.9297
MEM 45.968750 1589494738.0302
MEM 45.968750 1589494738.1311
MEM 45.968750 1589494738.2324
